by5,count,ratio,temp,temp_feel,temp_min,temp_max,pressure,humidity,weekday,by15,hour,minute,minute15
2022-09-22 09:55:00,50,0.3105590062111801,27.72,27.98,26.69,29.07,1011,48,5,2022-09-22 09:55:00,9,55,55
2022-09-22 10:00:00,48,0.2981366459627329,28.08,29.34,26.7,28.93,1013,58,5,2022-09-22 09:55:00,10,0,55
2022-09-22 10:05:00,45,0.2795031055900621,28.08,29.34,26.7,28.93,1013,58,5,2022-09-22 09:55:00,10,5,55
2022-09-22 10:10:00,49,0.3043478260869565,28.08,29.34,26.7,28.93,1013,58,5,2022-09-22 10:10:00,10,10,10
2022-09-22 10:15:00,48,0.2981366459627329,28.08,29.13,26.7,28.93,1013,56,5,2022-09-22 10:10:00,10,15,10
2022-09-22 10:20:00,53,0.3291925465838509,28.08,29.13,26.7,28.93,1013,56,5,2022-09-22 10:10:00,10,20,10
2022-09-22 10:25:00,53,0.3291925465838509,28.08,29.13,26.7,28.93,1013,56,5,2022-09-22 10:25:00,10,25,25
2022-09-22 10:30:00,60,0.3726708074534161,28.59,29.59,27.25,29.93,1013,54,5,2022-09-22 10:25:00,10,30,25
2022-09-22 10:35:00,63,0.39130434782608703,28.59,29.59,27.25,29.93,1013,54,5,2022-09-22 10:25:00,10,35,25
2022-09-22 10:45:00,68,0.42236024844720493,28.59,29.59,27.25,29.93,1012,54,5,2022-09-22 10:40:00,10,45,40
2022-09-22 10:50:00,69,0.42857142857142855,28.59,29.59,27.25,29.93,1012,54,5,2022-09-22 10:40:00,10,50,40
2022-09-22 10:55:00,72,0.4472049689440994,28.4,28.44,27.25,30.07,1012,45,5,2022-09-22 10:55:00,10,55,55
2022-09-22 11:00:00,72,0.4472049689440994,28.4,28.44,27.25,30.07,1012,45,5,2022-09-22 10:55:00,11,0,55
2022-09-22 11:05:00,72,0.4472049689440994,28.4,28.44,27.25,30.07,1012,45,5,2022-09-22 10:55:00,11,5,55
2022-09-22 11:10:00,65,0.40372670807453415,29.01,30.05,27.53,30.07,1012,53,5,2022-09-22 11:10:00,11,10,10
2022-09-22 11:15:00,60,0.3726708074534161,29.01,30.05,27.53,30.07,1012,53,5,2022-09-22 11:10:00,11,15,10
2022-09-22 11:20:00,56,0.3478260869565217,29.01,30.05,27.53,30.07,1012,53,5,2022-09-22 11:10:00,11,20,10
2022-09-22 11:25:00,59,0.36645962732919257,29.04,30.23,27.53,30.07,1012,54,5,2022-09-22 11:25:00,11,25,25
2022-09-22 11:30:00,62,0.38509316770186336,29.04,30.23,27.53,30.07,1012,54,5,2022-09-22 11:25:00,11,30,25
2022-09-22 11:35:00,62,0.38509316770186336,29.04,30.23,27.53,30.07,1012,54,5,2022-09-22 11:25:00,11,35,25
2022-09-22 11:40:00,60,0.3726708074534161,29.04,30.23,27.53,30.07,1012,54,5,2022-09-22 11:40:00,11,40,40
2022-09-22 11:45:00,58,0.36024844720496896,29.04,30.23,27.53,30.07,1012,54,5,2022-09-22 11:40:00,11,45,40
2022-09-22 11:50:00,54,0.33540372670807456,28.97,30.13,27.81,30.57,1012,54,5,2022-09-22 11:40:00,11,50,40
2022-09-22 11:55:00,53,0.3291925465838509,28.97,30.13,27.81,30.57,1012,54,5,2022-09-22 11:55:00,11,55,55
2022-09-22 12:00:00,50,0.3105590062111801,28.97,30.13,27.81,30.57,1012,54,5,2022-09-22 11:55:00,12,0,55
2022-09-22 12:05:00,55,0.3416149068322981,29.34,30.53,27.25,30.07,1012,53,5,2022-09-22 11:55:00,12,5,55
2022-09-22 12:10:00,55,0.3416149068322981,29.34,30.53,27.25,30.07,1012,53,5,2022-09-22 12:10:00,12,10,10
2022-09-22 12:15:00,51,0.3167701863354037,29.34,30.53,27.25,30.07,1012,53,5,2022-09-22 12:10:00,12,15,10
2022-09-22 12:20:00,50,0.3105590062111801,28.84,28.81,27.8,30.07,1010,44,5,2022-09-22 12:10:00,12,20,10
2022-09-22 12:25:00,54,0.33540372670807456,28.84,28.81,27.8,30.07,1010,44,5,2022-09-22 12:25:00,12,25,25
2022-09-22 12:30:00,57,0.3540372670807453,28.84,28.81,27.8,30.07,1010,44,5,2022-09-22 12:25:00,12,30,25
2022-09-22 12:35:00,57,0.3540372670807453,28.5,28.45,26.69,30.07,1010,44,5,2022-09-22 12:25:00,12,35,25
2022-09-22 12:40:00,53,0.3291925465838509,28.5,28.45,26.69,30.07,1010,44,5,2022-09-22 12:40:00,12,40,40
2022-09-22 12:45:00,54,0.33540372670807456,28.5,28.45,26.69,30.07,1010,44,5,2022-09-22 12:40:00,12,45,40
2022-09-22 12:50:00,56,0.3478260869565217,28.75,28.53,26.69,29.95,1011,42,5,2022-09-22 12:40:00,12,50,40
2022-09-22 12:55:00,58,0.36024844720496896,28.75,28.53,26.69,29.95,1011,42,5,2022-09-22 12:55:00,12,55,55
2022-09-22 13:00:00,57,0.3540372670807453,29.51,30.21,28.6,29.93,1011,49,5,2022-09-22 12:55:00,13,0,55
2022-09-22 13:05:00,57,0.3540372670807453,29.51,30.21,28.6,29.93,1011,49,5,2022-09-22 12:55:00,13,5,55
2022-09-22 13:10:00,59,0.36645962732919257,29.51,30.21,28.6,29.93,1011,49,5,2022-09-22 13:10:00,13,10,10
2022-09-22 13:15:00,58,0.36024844720496896,29.43,30.1,27.25,29.95,1011,49,5,2022-09-22 13:10:00,13,15,10
2022-09-22 13:20:00,56,0.3478260869565217,29.43,30.1,27.25,29.95,1011,49,5,2022-09-22 13:10:00,13,20,10
2022-09-22 13:25:00,53,0.3291925465838509,29.43,30.1,27.25,29.95,1011,49,5,2022-09-22 13:25:00,13,25,25
2022-09-22 13:30:00,53,0.3291925465838509,28.91,28.52,26.69,30.93,1009,40,5,2022-09-22 13:25:00,13,30,25
2022-09-22 13:35:00,54,0.33540372670807456,28.91,28.52,26.69,30.93,1009,40,5,2022-09-22 13:25:00,13,35,25
2022-09-22 13:40:00,57,0.3540372670807453,28.91,28.52,26.69,30.93,1009,40,5,2022-09-22 13:40:00,13,40,40
2022-09-22 13:45:00,56,0.3478260869565217,29.77,30.29,27.25,30.93,1010,47,5,2022-09-22 13:40:00,13,45,40
2022-09-22 13:50:00,53,0.3291925465838509,29.77,30.29,27.25,30.93,1010,47,5,2022-09-22 13:40:00,13,50,40
2022-09-22 13:55:00,51,0.3167701863354037,29.77,30.29,27.25,30.93,1010,47,5,2022-09-22 13:55:00,13,55,55
2022-09-22 14:00:00,55,0.3416149068322981,29.37,29.77,28.64,29.93,1010,47,5,2022-09-22 13:55:00,14,0,55
2022-09-22 14:05:00,52,0.3229813664596273,29.37,29.77,28.64,29.93,1010,47,5,2022-09-22 13:55:00,14,5,55
2022-09-22 14:10:00,51,0.3167701863354037,29.37,29.77,28.64,29.93,1010,47,5,2022-09-22 14:10:00,14,10,10
2022-09-22 14:15:00,49,0.3043478260869565,28.98,28.68,27.8,29.93,1009,41,5,2022-09-22 14:10:00,14,15,10
2022-09-22 14:20:00,50,0.3105590062111801,28.98,28.68,27.8,29.93,1009,41,5,2022-09-22 14:10:00,14,20,10
2022-09-22 14:25:00,51,0.3167701863354037,28.98,28.68,27.8,29.93,1009,41,5,2022-09-22 14:25:00,14,25,25
2022-09-22 14:30:00,102,0.6335403726708074,29.51,29.7,28.6,29.93,1010,45,5,2022-09-22 14:25:00,14,30,25
2022-09-22 14:35:00,101,0.6273291925465838,29.51,29.7,28.6,29.93,1010,45,5,2022-09-22 14:25:00,14,35,25
2022-09-22 14:40:00,102,0.6335403726708074,29.51,29.7,28.6,29.93,1010,45,5,2022-09-22 14:40:00,14,40,40
2022-09-22 14:45:00,104,0.6459627329192547,28.58,28.19,26.69,29.93,1008,40,5,2022-09-22 14:40:00,14,45,40
2022-09-22 14:50:00,63,0.39130434782608703,29.21,29.57,27.25,29.93,1010,47,5,2022-09-22 14:40:00,14,50,40
2022-09-22 14:55:00,48,0.2981366459627329,29.21,29.57,27.25,29.93,1010,47,5,2022-09-22 14:55:00,14,55,55
2022-09-22 15:00:00,48,0.2981366459627329,29.21,29.69,27.25,29.93,1010,48,5,2022-09-22 14:55:00,15,0,55
2022-09-22 15:05:00,49,0.3043478260869565,29.21,29.69,27.25,29.93,1010,48,5,2022-09-22 14:55:00,15,5,55
2022-09-22 15:10:00,47,0.2919254658385093,29.21,29.69,27.25,29.93,1010,48,5,2022-09-22 15:10:00,15,10,10
2022-09-22 15:15:00,50,0.3105590062111801,28.58,28.27,26.69,29.93,1008,41,5,2022-09-22 15:10:00,15,15,10
2022-09-22 15:20:00,54,0.33540372670807456,28.58,28.27,26.69,29.93,1008,41,5,2022-09-22 15:10:00,15,20,10
2022-09-22 15:25:00,55,0.3416149068322981,28.58,28.27,26.69,29.93,1008,41,5,2022-09-22 15:25:00,15,25,25
2022-09-22 15:30:00,58,0.36024844720496896,29.21,29.57,27.25,29.93,1010,47,5,2022-09-22 15:25:00,15,30,25
2022-09-22 15:35:00,63,0.39130434782608703,29.21,29.57,27.25,29.93,1010,47,5,2022-09-22 15:25:00,15,35,25
2022-09-22 15:40:00,70,0.43478260869565216,29.21,29.57,27.25,29.93,1010,47,5,2022-09-22 15:40:00,15,40,40
2022-09-22 15:45:00,79,0.4906832298136646,28.71,29.18,27.25,29.07,1010,49,5,2022-09-22 15:40:00,15,45,40
2022-09-22 15:50:00,92,0.5714285714285714,28.71,29.18,27.25,29.07,1010,49,5,2022-09-22 15:40:00,15,50,40
2022-09-22 15:55:00,91,0.5652173913043478,28.61,29.17,27.25,29.07,1010,50,5,2022-09-22 15:55:00,15,55,55
2022-09-22 16:00:00,89,0.5527950310559007,28.61,29.17,27.25,29.07,1010,50,5,2022-09-22 15:55:00,16,0,55
2022-09-22 16:05:00,87,0.5403726708074534,28.61,29.17,27.25,29.07,1010,50,5,2022-09-22 15:55:00,16,5,55
2022-09-22 16:10:00,91,0.5652173913043478,28.68,29.25,28.09,29.07,1010,50,5,2022-09-22 16:10:00,16,10,10
2022-09-22 16:15:00,122,0.7577639751552795,28.68,29.25,28.09,29.07,1010,50,5,2022-09-22 16:10:00,16,15,10
2022-09-22 16:20:00,137,0.8509316770186336,28.56,29.21,26.7,28.93,1010,51,5,2022-09-22 16:10:00,16,20,10
2022-09-22 16:25:00,141,0.8757763975155279,28.56,29.21,26.7,28.93,1010,51,5,2022-09-22 16:25:00,16,25,25
2022-09-22 16:30:00,137,0.8509316770186336,28.56,29.21,26.7,28.93,1010,51,5,2022-09-22 16:25:00,16,30,25
2022-09-22 16:35:00,140,0.8695652173913043,27.93,27.81,26.69,28.93,1010,43,5,2022-09-22 16:25:00,16,35,25
2022-09-22 16:40:00,146,0.906832298136646,27.93,27.81,26.69,28.93,1010,43,5,2022-09-22 16:40:00,16,40,40
2022-09-22 16:45:00,132,0.8198757763975155,27.93,27.81,26.69,28.93,1010,43,5,2022-09-22 16:40:00,16,45,40
2022-09-22 16:50:00,99,0.6149068322981367,27.12,27.23,25.02,28.28,1009,45,5,2022-09-22 16:40:00,16,50,40
2022-09-22 16:55:00,96,0.5962732919254659,27.12,27.23,25.02,28.28,1009,45,5,2022-09-22 16:55:00,16,55,55
2022-09-22 17:05:00,84,0.5217391304347826,27.64,28.47,26.14,28.07,1010,55,5,2022-09-22 16:55:00,17,5,55
2022-09-22 17:10:00,84,0.5217391304347826,27.64,28.47,26.14,28.07,1010,55,5,2022-09-22 17:10:00,17,10,10
2022-09-22 17:15:00,83,0.515527950310559,27.64,28.47,26.14,28.07,1010,55,5,2022-09-22 17:10:00,17,15,10
2022-09-22 17:20:00,78,0.484472049689441,26.46,26.46,25.02,27.27,1009,48,5,2022-09-22 17:10:00,17,20,10
2022-09-22 17:25:00,77,0.4782608695652174,26.46,26.46,25.02,27.27,1009,48,5,2022-09-22 17:25:00,17,25,25
2022-09-22 17:35:00,79,0.4906832298136646,26.3,26.3,25.02,27.07,1009,49,5,2022-09-22 17:25:00,17,35,25
2022-09-22 17:40:00,77,0.4782608695652174,26.3,26.3,25.02,27.07,1009,49,5,2022-09-22 17:40:00,17,40,40
2022-09-22 17:45:00,87,0.5403726708074534,26.3,26.3,25.02,27.07,1009,49,5,2022-09-22 17:40:00,17,45,40
2022-09-22 17:50:00,86,0.5341614906832298,25.86,25.75,25.02,26.62,1008,48,5,2022-09-22 17:40:00,17,50,40
2022-09-22 17:55:00,85,0.5279503105590062,25.86,25.75,25.02,26.62,1008,48,5,2022-09-22 17:55:00,17,55,55
2022-09-22 18:00:00,84,0.5217391304347826,25.86,25.75,25.02,26.62,1008,48,5,2022-09-22 17:55:00,18,0,55
2022-09-22 18:05:00,88,0.546583850931677,25.77,25.79,25.02,26.42,1011,53,5,2022-09-22 17:55:00,18,5,55
2022-09-22 18:10:00,90,0.5590062111801242,25.77,25.79,25.02,26.42,1011,53,5,2022-09-22 18:10:00,18,10,10
2022-09-22 18:15:00,87,0.5403726708074534,25.77,25.79,25.02,26.42,1011,53,5,2022-09-22 18:10:00,18,15,10
2022-09-22 18:20:00,89,0.5527950310559007,25.35,25.38,24.93,26.16,1010,55,5,2022-09-22 18:10:00,18,20,10
2022-09-22 18:25:00,86,0.5341614906832298,25.35,25.38,24.93,26.16,1010,55,5,2022-09-22 18:25:00,18,25,25
2022-09-22 18:30:00,82,0.5093167701863354,25.35,25.38,24.93,26.16,1010,55,5,2022-09-22 18:25:00,18,30,25
2022-09-22 18:35:00,78,0.484472049689441,25.35,25.38,24.93,26.16,1010,55,5,2022-09-22 18:25:00,18,35,25
2022-09-22 18:40:00,74,0.4596273291925466,25.35,25.38,24.93,26.16,1010,55,5,2022-09-22 18:40:00,18,40,40
2022-09-22 18:45:00,73,0.453416149068323,25.5,25.57,24.93,26.16,1010,56,5,2022-09-22 18:40:00,18,45,40
2022-09-22 18:50:00,70,0.43478260869565216,25.5,25.57,24.93,26.16,1010,56,5,2022-09-22 18:40:00,18,50,40
2022-09-22 18:55:00,69,0.42857142857142855,25.5,25.57,24.93,26.16,1010,56,5,2022-09-22 18:55:00,18,55,55
2022-09-22 19:00:00,70,0.43478260869565216,25.65,25.73,24.47,26.69,1012,56,5,2022-09-22 18:55:00,19,0,55
2022-09-22 19:05:00,68,0.42236024844720493,25.65,25.73,24.47,26.69,1012,56,5,2022-09-22 18:55:00,19,5,55
2022-09-22 19:10:00,71,0.4409937888198758,25.65,25.73,24.47,26.69,1012,56,5,2022-09-22 19:10:00,19,10,10
2022-09-22 19:15:00,67,0.4161490683229814,24.76,25.12,23.93,25.6,1012,70,5,2022-09-22 19:10:00,19,15,10
2022-09-22 19:20:00,73,0.453416149068323,24.76,25.12,23.93,25.6,1012,70,5,2022-09-22 19:10:00,19,20,10
2022-09-22 19:25:00,75,0.4658385093167702,24.76,25.12,23.93,25.6,1012,70,5,2022-09-22 19:25:00,19,25,25
2022-09-22 19:30:00,81,0.5031055900621118,25.17,25.23,23.93,26.69,1011,57,5,2022-09-22 19:25:00,19,30,25
2022-09-22 19:35:00,81,0.5031055900621118,25.17,25.23,23.93,26.69,1011,57,5,2022-09-22 19:25:00,19,35,25
2022-09-22 19:40:00,83,0.515527950310559,24.64,24.99,23.93,25.6,1012,70,5,2022-09-22 19:40:00,19,40,40
2022-09-22 19:45:00,83,0.515527950310559,24.64,24.99,23.93,25.6,1012,70,5,2022-09-22 19:40:00,19,45,40
2022-09-22 19:50:00,85,0.5279503105590062,24.64,24.99,23.93,25.6,1012,70,5,2022-09-22 19:40:00,19,50,40
2022-09-22 19:55:00,84,0.5217391304347826,25,24.94,24.2,25.6,1010,53,5,2022-09-22 19:55:00,19,55,55
2022-09-22 20:00:00,90,0.5590062111801242,25,24.94,24.2,25.6,1010,53,5,2022-09-22 19:55:00,20,0,55
2022-09-22 20:05:00,91,0.5652173913043478,24.47,24.51,22.93,25.51,1011,59,5,2022-09-22 19:55:00,20,5,55
2022-09-22 20:10:00,83,0.515527950310559,24.47,24.51,22.93,25.51,1011,59,5,2022-09-22 20:10:00,20,10,10
2022-09-22 20:15:00,81,0.5031055900621118,24.47,24.51,22.93,25.51,1011,59,5,2022-09-22 20:10:00,20,15,10
2022-09-22 20:20:00,76,0.4720496894409938,24.48,24.5,22.93,25.51,1011,58,5,2022-09-22 20:10:00,20,20,10
2022-09-22 20:25:00,76,0.4720496894409938,24.48,24.5,22.93,25.51,1011,58,5,2022-09-22 20:25:00,20,25,25
2022-09-22 20:30:00,74,0.4596273291925466,24.48,24.5,22.93,25.51,1011,58,5,2022-09-22 20:25:00,20,30,25
2022-09-22 20:35:00,75,0.4658385093167702,24.48,24.5,22.93,25.51,1011,58,5,2022-09-22 20:25:00,20,35,25
2022-09-22 20:40:00,73,0.453416149068323,24.48,24.5,22.93,25.51,1011,58,5,2022-09-22 20:40:00,20,40,40
2022-09-22 20:45:00,71,0.4409937888198758,24.48,24.5,22.93,25.51,1013,58,5,2022-09-22 20:40:00,20,45,40
2022-09-22 20:50:00,70,0.43478260869565216,24.48,24.5,22.93,25.51,1013,58,5,2022-09-22 20:40:00,20,50,40
2022-09-22 20:55:00,69,0.42857142857142855,24.39,24.43,22.93,25.51,1011,59,5,2022-09-22 20:55:00,20,55,55
2022-09-22 21:00:00,72,0.4472049689440994,24.39,24.43,22.93,25.51,1011,59,5,2022-09-22 20:55:00,21,0,55
2022-09-22 21:05:00,69,0.42857142857142855,24.36,24.39,22.93,25.51,1013,59,5,2022-09-22 20:55:00,21,5,55
2022-09-22 21:10:00,65,0.40372670807453415,24.36,24.39,22.93,25.51,1013,59,5,2022-09-22 21:10:00,21,10,10
2022-09-22 21:15:00,64,0.3975155279503105,24.36,24.39,22.93,25.51,1013,59,5,2022-09-22 21:10:00,21,15,10
2022-09-22 21:20:00,57,0.3540372670807453,23.79,24.16,21.93,25.51,1013,74,5,2022-09-22 21:10:00,21,20,10
2022-09-22 21:25:00,49,0.3043478260869565,23.79,24.16,21.93,25.51,1013,74,5,2022-09-22 21:25:00,21,25,25
2022-09-22 21:30:00,37,0.2298136645962733,23.79,24.16,21.93,25.51,1013,74,5,2022-09-22 21:25:00,21,30,25
2022-09-22 21:35:00,33,0.20496894409937888,23.79,24.16,21.93,25.51,1013,74,5,2022-09-22 21:25:00,21,35,25
2022-09-22 21:40:00,23,0.14285714285714285,23.79,24.16,21.93,25.51,1013,74,5,2022-09-22 21:40:00,21,40,40
2022-09-22 21:45:00,17,0.10559006211180123,24.09,24.15,21.93,25.51,1011,61,5,2022-09-22 21:40:00,21,45,40
2022-09-22 21:50:00,14,0.08695652173913042,24.09,24.15,21.93,25.51,1011,61,5,2022-09-22 21:40:00,21,50,40
2022-09-22 21:55:00,0,0.06211180124223601,24.09,24.15,21.93,25.51,1011,61,5,2022-09-22 21:55:00,21,55,55
2022-09-22 22:00:00,0,0.024844720496894408,24.26,24.28,22.93,25.58,1013,59,5,2022-09-22 21:55:00,22,0,55
2022-09-22 22:05:00,0,0,24.26,24.28,22.93,25.58,1013,59,5,2022-09-22 21:55:00,22,5,55
2022-09-22 22:10:00,0,0,24.26,24.28,22.93,25.58,1013,59,5,2022-09-22 22:10:00,22,10,10
2022-09-22 22:15:00,0,0,24.03,24.08,22.53,25.02,1013,61,5,2022-09-22 22:10:00,22,15,10
2022-09-22 22:20:00,0,0,24.03,24.08,22.53,25.02,1013,61,5,2022-09-22 22:10:00,22,20,10
2022-09-22 22:25:00,0,0,24.03,24.08,22.53,25.02,1013,61,5,2022-09-22 22:25:00,22,25,25
2022-09-22 22:30:00,0,0,24.09,24.15,22.93,25.02,1011,61,5,2022-09-22 22:25:00,22,30,25
2022-09-22 22:35:00,0,0,24.09,24.15,22.93,25.02,1011,61,5,2022-09-22 22:25:00,22,35,25
2022-09-22 22:40:00,0,0,23.57,23.94,22.93,24.49,1012,75,5,2022-09-22 22:40:00,22,40,40
2022-09-22 22:45:00,0,0,23.57,23.94,22.93,24.49,1012,75,5,2022-09-22 22:40:00,22,45,40
2022-09-22 22:50:00,0,0,23.57,23.94,22.93,24.49,1012,75,5,2022-09-22 22:40:00,22,50,40
2022-09-22 22:55:00,0,0,23.24,23.63,21.93,24.49,1012,77,5,2022-09-22 22:55:00,22,55,55
2022-09-22 23:00:00,0,0,23.24,23.63,21.93,24.49,1012,77,5,2022-09-22 22:55:00,23,0,55
2022-09-22 23:05:00,0,0,23.24,23.63,21.93,24.49,1012,77,5,2022-09-22 22:55:00,23,5,55
2022-09-22 23:10:00,0,0,23.22,23.61,21.93,24.39,1012,77,5,2022-09-22 23:10:00,23,10,10
2022-09-22 23:15:00,0,0,23.22,23.61,21.93,24.39,1012,77,5,2022-09-22 23:10:00,23,15,10
2022-09-22 23:20:00,0,0,23.22,23.61,21.93,24.39,1012,77,5,2022-09-22 23:10:00,23,20,10
2022-09-22 23:25:00,0,0,23.02,23.41,21.93,24.07,1012,78,5,2022-09-22 23:25:00,23,25,25
2022-09-22 23:30:00,0,0,23.02,23.41,21.93,24.07,1012,78,5,2022-09-22 23:25:00,23,30,25
2022-09-22 23:35:00,0,0,23.02,23.41,21.93,24.07,1012,78,5,2022-09-22 23:25:00,23,35,25
2022-09-22 23:40:00,0,0,23.45,23.5,21.93,25.02,1010,63,5,2022-09-22 23:40:00,23,40,40
2022-09-22 23:45:00,0,0,23.45,23.5,21.93,25.02,1010,63,5,2022-09-22 23:40:00,23,45,40
2022-09-22 23:50:00,0,0,23.23,23.62,22.53,23.93,1012,77,5,2022-09-22 23:40:00,23,50,40
2022-09-22 23:55:00,0,0,23.23,23.62,22.53,23.93,1012,77,5,2022-09-22 23:55:00,23,55,55
2022-09-23 00:00:00,0,0,23.03,23.4,22.53,23.93,1012,77,6,2022-09-22 23:55:00,0,0,55
2022-09-23 00:05:00,0,0,23.03,23.4,22.53,23.93,1012,77,6,2022-09-22 23:55:00,0,5,55
2022-09-23 00:10:00,0,0,23.03,23.4,22.53,23.93,1012,77,6,2022-09-23 00:10:00,0,10,10
2022-09-23 00:15:00,0,0,22.91,23.27,21.98,23.93,1012,77,6,2022-09-23 00:10:00,0,15,10
2022-09-23 00:20:00,0,0,22.91,23.27,21.98,23.93,1012,77,6,2022-09-23 00:10:00,0,20,10
2022-09-23 00:25:00,0,0,22.91,23.27,21.98,23.93,1012,77,6,2022-09-23 00:25:00,0,25,25
2022-09-23 00:30:00,0,0,22.58,22.93,21.93,23.93,1012,78,6,2022-09-23 00:25:00,0,30,25
2022-09-23 00:35:00,0,0,22.58,22.93,21.93,23.93,1012,78,6,2022-09-23 00:25:00,0,35,25
2022-09-23 00:40:00,0,0,22.58,22.93,21.93,23.93,1012,78,6,2022-09-23 00:40:00,0,40,40
2022-09-23 00:45:00,0,0,22.56,22.93,21.93,23.38,1011,79,6,2022-09-23 00:40:00,0,45,40
2022-09-23 00:50:00,0,0,22.56,22.93,21.93,23.38,1011,79,6,2022-09-23 00:40:00,0,50,40
2022-09-23 00:55:00,0,0,22.56,22.93,21.93,23.38,1011,79,6,2022-09-23 00:55:00,0,55,55
2022-09-23 01:00:00,0,0,22.56,22.91,21.93,23.38,1011,78,6,2022-09-23 00:55:00,1,0,55
2022-09-23 01:05:00,0,0,22.56,22.91,21.93,23.38,1011,78,6,2022-09-23 00:55:00,1,5,55
2022-09-23 01:10:00,0,0,22.56,22.91,21.93,23.38,1011,78,6,2022-09-23 01:10:00,1,10,10
2022-09-23 01:15:00,0,0,23.61,23.51,21.98,25.02,1009,57,6,2022-09-23 01:10:00,1,15,10
2022-09-23 01:20:00,0,0,23.61,23.51,21.98,25.02,1009,57,6,2022-09-23 01:10:00,1,20,10
2022-09-23 01:25:00,0,0,23.61,23.51,21.98,25.02,1009,57,6,2022-09-23 01:25:00,1,25,25
2022-09-23 01:30:00,0,0,22.44,22.78,21.42,23.38,1011,78,6,2022-09-23 01:25:00,1,30,25
2022-09-23 01:35:00,0,0,22.44,22.78,21.42,23.38,1011,78,6,2022-09-23 01:25:00,1,35,25
2022-09-23 01:40:00,0,0,23.08,23.09,21.42,25.02,1010,63,6,2022-09-23 01:40:00,1,40,40
2022-09-23 01:45:00,0,0,23.08,23.09,21.42,25.02,1010,63,6,2022-09-23 01:40:00,1,45,40
2022-09-23 01:50:00,0,0,22.21,22.52,21.42,23.38,1011,78,6,2022-09-23 01:40:00,1,50,40
2022-09-23 01:55:00,0,0,22.21,22.52,21.42,23.38,1011,78,6,2022-09-23 01:55:00,1,55,55
2022-09-23 02:00:00,0,0,22.21,22.52,21.42,23.38,1011,78,6,2022-09-23 01:55:00,2,0,55
2022-09-23 02:05:00,0,0,22.32,22.57,21.42,22.82,1011,75,6,2022-09-23 01:55:00,2,5,55
2022-09-23 02:10:00,0,0,22.32,22.57,21.42,22.82,1011,75,6,2022-09-23 02:10:00,2,10,10
2022-09-23 02:15:00,0,0,22.32,22.57,21.42,22.82,1011,75,6,2022-09-23 02:10:00,2,15,10
2022-09-23 02:20:00,0,0,22.19,22.45,21.07,22.82,1011,76,6,2022-09-23 02:10:00,2,20,10
2022-09-23 02:25:00,0,0,22.19,22.45,21.07,22.82,1011,76,6,2022-09-23 02:25:00,2,25,25
2022-09-23 02:30:00,0,0,22.19,22.45,21.07,22.82,1011,76,6,2022-09-23 02:25:00,2,30,25
2022-09-23 02:35:00,0,0,22.16,22.42,21.07,22.82,1011,76,6,2022-09-23 02:25:00,2,35,25
2022-09-23 02:40:00,0,0,22.16,22.42,21.07,22.82,1011,76,6,2022-09-23 02:40:00,2,40,40
2022-09-23 02:45:00,0,0,22.16,22.42,21.07,22.82,1011,76,6,2022-09-23 02:40:00,2,45,40
2022-09-23 02:50:00,0,0,22.16,22.42,21.42,22.82,1011,76,6,2022-09-23 02:40:00,2,50,40
2022-09-23 02:55:00,0,0,22.16,22.42,21.42,22.82,1011,76,6,2022-09-23 02:55:00,2,55,55
2022-09-23 03:00:00,0,0,22.27,22.51,21.42,22.82,1011,75,6,2022-09-23 02:55:00,3,0,55
2022-09-23 03:05:00,0,0,22.27,22.51,21.42,22.82,1011,75,6,2022-09-23 02:55:00,3,5,55
2022-09-23 03:10:00,0,0,22.27,22.51,21.42,22.82,1011,75,6,2022-09-23 03:10:00,3,10,10
2022-09-23 03:15:00,0,0,22.32,22.57,21.42,22.82,1012,75,6,2022-09-23 03:10:00,3,15,10
2022-09-23 03:20:00,0,0,22.32,22.57,21.42,22.82,1012,75,6,2022-09-23 03:10:00,3,20,10
2022-09-23 03:25:00,0,0,22.32,22.57,21.42,22.82,1012,75,6,2022-09-23 03:25:00,3,25,25
2022-09-23 03:30:00,0,0,21.97,22.26,21.07,22.81,1012,78,6,2022-09-23 03:25:00,3,30,25
2022-09-23 03:35:00,0,0,21.97,22.26,21.07,22.81,1012,78,6,2022-09-23 03:25:00,3,35,25
2022-09-23 03:40:00,0,0,21.97,22.26,21.07,22.81,1012,78,6,2022-09-23 03:40:00,3,40,40
2022-09-23 03:45:00,0,0,21.97,22.26,21.07,22.81,1012,78,6,2022-09-23 03:40:00,3,45,40
2022-09-23 03:50:00,0,0,21.97,22.26,21.07,22.81,1012,78,6,2022-09-23 03:40:00,3,50,40
2022-09-23 03:55:00,0,0,21.97,22.26,21.07,22.81,1012,78,6,2022-09-23 03:55:00,3,55,55
2022-09-23 04:00:00,0,0,21.97,22.23,21.07,22.81,1012,77,6,2022-09-23 03:55:00,4,0,55
2022-09-23 04:05:00,0,0,21.97,22.23,21.07,22.81,1012,77,6,2022-09-23 03:55:00,4,5,55
2022-09-23 04:10:00,0,0,21.97,22.23,21.07,22.81,1012,77,6,2022-09-23 04:10:00,4,10,10
2022-09-23 04:15:00,0,0,21.97,22.21,21.07,22.81,1012,76,6,2022-09-23 04:10:00,4,15,10
2022-09-23 04:20:00,0,0,21.97,22.21,21.07,22.81,1012,76,6,2022-09-23 04:10:00,4,20,10
