by5,count,ratio,temp,temp_feel,temp_min,temp_max,pressure,humidity,weekday,by15,hour,minute,minute15
2022-09-25 04:40:00,0,0,24.79,25.18,23.92,25.58,1009,71,1,2022-09-25 04:40:00,4,40,40
2022-09-25 04:45:00,0,0,24.94,25.34,23.92,25.58,1009,71,1,2022-09-25 04:40:00,4,45,40
2022-09-25 04:50:00,0,0,24.94,25.34,23.92,25.58,1009,71,1,2022-09-25 04:40:00,4,50,40
2022-09-25 04:55:00,0,0,24.94,25.34,23.92,25.58,1009,71,1,2022-09-25 04:55:00,4,55,55
2022-09-25 05:00:00,0,0,24.92,25.19,23.92,26.68,1009,66,1,2022-09-25 04:55:00,5,0,55
2022-09-25 05:05:00,0,0,24.92,25.19,23.92,26.68,1009,66,1,2022-09-25 04:55:00,5,5,55
2022-09-25 05:10:00,0,0,24.92,25.19,23.92,26.68,1009,66,1,2022-09-25 05:10:00,5,10,10
2022-09-25 05:15:00,0,0,24.92,25.16,23.92,26.68,1011,65,1,2022-09-25 05:10:00,5,15,10
2022-09-25 05:20:00,0,0,24.92,25.16,23.92,26.68,1011,65,1,2022-09-25 05:10:00,5,20,10
2022-09-25 05:25:00,0,0,24.92,25.16,23.92,26.68,1011,65,1,2022-09-25 05:25:00,5,25,25
2022-09-25 05:30:00,0,0,24.7,25.08,23.92,25.58,1009,71,1,2022-09-25 05:25:00,5,30,25
2022-09-25 05:35:00,0,0,24.7,25.08,23.92,25.58,1009,71,1,2022-09-25 05:25:00,5,35,25
2022-09-25 05:40:00,0,0,24.7,25.08,23.92,25.58,1009,71,1,2022-09-25 05:40:00,5,40,40
2022-09-25 05:45:00,0,0,24.7,25.08,23.92,25.58,1010,71,1,2022-09-25 05:40:00,5,45,40
2022-09-25 05:50:00,0,0,24.7,25.08,23.92,25.58,1010,71,1,2022-09-25 05:40:00,5,50,40
2022-09-25 05:55:00,0,0,24.4,25.19,23.92,26.68,1011,88,1,2022-09-25 05:55:00,5,55,55
2022-09-25 06:00:00,0,0,24.4,25.19,23.92,26.68,1011,88,1,2022-09-25 05:55:00,6,0,55
2022-09-25 06:05:00,0,0,24.4,25.19,23.92,26.68,1011,88,1,2022-09-25 05:55:00,6,5,55
2022-09-25 06:10:00,0,0,24.61,25.37,23.92,26.68,1011,86,1,2022-09-25 06:10:00,6,10,10
2022-09-25 06:15:00,0,0,24.61,25.37,23.92,26.68,1011,86,1,2022-09-25 06:10:00,6,15,10
2022-09-25 06:20:00,0,0,24.61,25.37,23.92,26.68,1011,86,1,2022-09-25 06:10:00,6,20,10
2022-09-25 06:25:00,0,0,24.93,25.31,23.92,26.68,1010,70,1,2022-09-25 06:25:00,6,25,25
2022-09-25 06:30:00,0,0,24.93,25.31,23.92,26.68,1010,70,1,2022-09-25 06:25:00,6,30,25
2022-09-25 06:35:00,0,0,24.93,25.31,23.92,26.68,1010,70,1,2022-09-25 06:25:00,6,35,25
2022-09-25 06:40:00,0,0,24.93,25.31,23.92,26.68,1012,70,1,2022-09-25 06:40:00,6,40,40
2022-09-25 06:45:00,0,0,24.93,25.31,23.92,26.68,1012,70,1,2022-09-25 06:40:00,6,45,40
2022-09-25 06:50:00,0,0,24.93,25.31,23.92,26.68,1012,70,1,2022-09-25 06:40:00,6,50,40
2022-09-25 06:55:00,0,0,24.69,25.09,23.92,26.68,1010,72,1,2022-09-25 06:55:00,6,55,55
2022-09-25 07:00:00,0,0,24.69,25.09,23.92,26.68,1010,72,1,2022-09-25 06:55:00,7,0,55
2022-09-25 07:05:00,0,0,24.69,25.09,23.92,26.68,1010,72,1,2022-09-25 06:55:00,7,5,55
2022-09-25 07:10:00,0,0,24.69,25.09,23.92,26.68,1010,72,1,2022-09-25 07:10:00,7,10,10
2022-09-25 07:15:00,0,0,24.69,25.09,23.92,26.68,1010,72,1,2022-09-25 07:10:00,7,15,10
2022-09-25 07:20:00,0,0,24.71,25.51,23.92,26.68,1012,87,1,2022-09-25 07:10:00,7,20,10
2022-09-25 07:25:00,0,0,24.71,25.51,23.92,26.68,1012,87,1,2022-09-25 07:25:00,7,25,25
2022-09-25 07:30:00,0,0,24.71,25.51,23.92,26.68,1012,87,1,2022-09-25 07:25:00,7,30,25
2022-09-25 07:35:00,0,0,24.82,25.19,24.2,26.68,1011,70,1,2022-09-25 07:25:00,7,35,25
2022-09-25 07:40:00,0,0,24.82,25.19,24.2,26.68,1011,70,1,2022-09-25 07:40:00,7,40,40
2022-09-25 07:45:00,0,0,24.82,25.19,24.2,26.68,1011,70,1,2022-09-25 07:40:00,7,45,40
2022-09-25 07:50:00,0,0,25.23,25.66,24.2,27.23,1011,71,1,2022-09-25 07:40:00,7,50,40
2022-09-25 07:55:00,0,0,25.23,25.66,24.2,27.23,1011,71,1,2022-09-25 07:55:00,7,55,55
2022-09-25 08:00:00,0,0,25.23,25.66,24.2,27.23,1011,71,1,2022-09-25 07:55:00,8,0,55
2022-09-25 08:05:00,0,0,25.23,25.66,24.2,27.23,1013,71,1,2022-09-25 07:55:00,8,5,55
2022-09-25 08:10:00,0,0,25.23,25.66,24.2,27.23,1013,71,1,2022-09-25 08:10:00,8,10,10
2022-09-25 08:15:00,0,0,24.76,25.15,24.39,26.07,1011,71,1,2022-09-25 08:10:00,8,15,10
2022-09-25 08:20:00,0,0,24.76,25.15,24.39,26.07,1011,71,1,2022-09-25 08:10:00,8,20,10
2022-09-25 08:25:00,0,0,24.76,25.15,24.39,26.07,1011,71,1,2022-09-25 08:25:00,8,25,25
2022-09-25 08:30:00,0,0,24.41,24.81,23.92,26.07,1012,73,1,2022-09-25 08:25:00,8,30,25
2022-09-25 08:35:00,0,0,24.41,24.81,23.92,26.07,1012,73,1,2022-09-25 08:25:00,8,35,25
2022-09-25 08:40:00,0,0,24.41,24.81,23.92,26.07,1012,73,1,2022-09-25 08:40:00,8,40,40
2022-09-25 08:45:00,0,0,24.41,24.81,23.92,26.07,1012,73,1,2022-09-25 08:40:00,8,45,40
2022-09-25 08:50:00,0,0,24.41,24.81,23.92,26.07,1012,73,1,2022-09-25 08:40:00,8,50,40
2022-09-25 08:55:00,0,0,25.06,25.53,23.92,27.79,1012,73,1,2022-09-25 08:55:00,8,55,55
2022-09-25 09:00:00,0,0,25.06,25.53,23.92,27.79,1012,73,1,2022-09-25 08:55:00,9,0,55
2022-09-25 09:05:00,0,0.012422360248447204,25.06,25.53,23.92,27.79,1012,73,1,2022-09-25 08:55:00,9,5,55
2022-09-25 09:10:00,0,0.031055900621118005,25.15,25.63,23.92,27.79,1011,73,1,2022-09-25 09:10:00,9,10,10
2022-09-25 09:15:00,0,0.043478260869565216,25.15,25.63,23.92,27.79,1011,73,1,2022-09-25 09:10:00,9,15,10
2022-09-25 09:20:00,11,0.06832298136645963,25.15,25.63,23.92,27.79,1011,73,1,2022-09-25 09:10:00,9,20,10
2022-09-25 09:25:00,14,0.08695652173913042,24.72,25.15,23.92,27.79,1011,73,1,2022-09-25 09:25:00,9,25,25
2022-09-25 09:30:00,17,0.10559006211180123,24.72,25.15,23.92,27.79,1011,73,1,2022-09-25 09:25:00,9,30,25
2022-09-25 09:35:00,19,0.11801242236024845,24.72,25.15,23.92,27.79,1011,73,1,2022-09-25 09:25:00,9,35,25
2022-09-25 09:40:00,19,0.11801242236024845,25.13,25.6,23.92,27.79,1012,73,1,2022-09-25 09:40:00,9,40,40
2022-09-25 09:45:00,20,0.12422360248447205,25.13,25.6,23.92,27.79,1012,73,1,2022-09-25 09:40:00,9,45,40
2022-09-25 09:50:00,19,0.11801242236024845,24.9,25.35,24.39,26.07,1012,73,1,2022-09-25 09:40:00,9,50,40
2022-09-25 09:55:00,22,0.13664596273291926,24.9,25.35,24.39,26.07,1012,73,1,2022-09-25 09:55:00,9,55,55
2022-09-25 10:00:00,29,0.18012422360248448,24.9,25.35,24.39,26.07,1012,73,1,2022-09-25 09:55:00,10,0,55
2022-09-25 10:05:00,32,0.19875776397515527,24.88,25.77,24.47,26.07,1013,90,1,2022-09-25 09:55:00,10,5,55
2022-09-25 10:10:00,32,0.19875776397515527,24.88,25.77,24.47,26.07,1013,90,1,2022-09-25 10:10:00,10,10,10
2022-09-25 10:15:00,36,0.2236024844720497,24.88,25.77,24.47,26.07,1013,90,1,2022-09-25 10:10:00,10,15,10
2022-09-25 10:20:00,39,0.2422360248447205,25.45,25.9,24.47,26.07,1011,71,1,2022-09-25 10:10:00,10,20,10
2022-09-25 10:25:00,42,0.2608695652173913,25.45,25.9,24.47,26.07,1011,71,1,2022-09-25 10:25:00,10,25,25
2022-09-25 10:30:00,48,0.2981366459627329,25.45,25.9,24.47,26.07,1011,71,1,2022-09-25 10:25:00,10,30,25
2022-09-25 10:35:00,50,0.3105590062111801,25.54,26,24.47,26.07,1011,71,1,2022-09-25 10:25:00,10,35,25
2022-09-25 10:40:00,50,0.3105590062111801,25.54,26,24.47,26.07,1011,71,1,2022-09-25 10:40:00,10,40,40
2022-09-25 10:45:00,53,0.3291925465838509,25.54,26,24.47,26.07,1011,71,1,2022-09-25 10:40:00,10,45,40
2022-09-25 10:50:00,50,0.3105590062111801,25.4,25.82,24.47,26.07,1011,70,1,2022-09-25 10:40:00,10,50,40
2022-09-25 10:55:00,54,0.33540372670807456,25.4,25.82,24.47,26.07,1011,70,1,2022-09-25 10:55:00,10,55,55
2022-09-25 11:00:00,52,0.3229813664596273,25.4,25.82,24.47,26.07,1011,70,1,2022-09-25 10:55:00,11,0,55
2022-09-25 11:05:00,53,0.3291925465838509,25.47,25.9,24.47,26.68,1011,70,1,2022-09-25 10:55:00,11,5,55
2022-09-25 11:10:00,54,0.33540372670807456,25.47,25.9,24.47,26.68,1011,70,1,2022-09-25 11:10:00,11,10,10
2022-09-25 11:15:00,51,0.3167701863354037,25.47,25.9,24.47,26.68,1011,70,1,2022-09-25 11:10:00,11,15,10
2022-09-25 11:20:00,53,0.3291925465838509,25.49,25.97,24.47,27.23,1013,72,1,2022-09-25 11:10:00,11,20,10
2022-09-25 11:25:00,52,0.3229813664596273,25.49,25.97,24.47,27.23,1013,72,1,2022-09-25 11:25:00,11,25,25
2022-09-25 11:30:00,52,0.3229813664596273,25.49,25.97,24.47,27.23,1013,72,1,2022-09-25 11:25:00,11,30,25
2022-09-25 11:35:00,54,0.33540372670807456,25.74,26.2,24.47,27.23,1011,70,1,2022-09-25 11:25:00,11,35,25
2022-09-25 11:40:00,53,0.3291925465838509,25.74,26.2,24.47,27.23,1011,70,1,2022-09-25 11:40:00,11,40,40
2022-09-25 11:45:00,49,0.3043478260869565,25.74,26.2,24.47,27.23,1011,70,1,2022-09-25 11:40:00,11,45,40
2022-09-25 11:50:00,49,0.3043478260869565,25.49,25.97,24.47,26.42,1011,72,1,2022-09-25 11:40:00,11,50,40
2022-09-25 11:55:00,48,0.2981366459627329,25.49,25.97,24.47,26.42,1011,72,1,2022-09-25 11:55:00,11,55,55
2022-09-25 12:00:00,41,0.2546583850931677,25.49,25.97,24.47,26.42,1011,72,1,2022-09-25 11:55:00,12,0,55
2022-09-25 12:05:00,39,0.2422360248447205,26.05,26.05,24.47,27.8,1011,72,1,2022-09-25 11:55:00,12,5,55
2022-09-25 12:10:00,33,0.20496894409937888,26.05,26.05,24.47,27.8,1011,72,1,2022-09-25 12:10:00,12,10,10
2022-09-25 12:15:00,31,0.19254658385093168,26.05,26.05,24.47,27.8,1011,72,1,2022-09-25 12:10:00,12,15,10
2022-09-25 12:20:00,35,0.21739130434782608,25.33,25.8,23.92,26.42,1011,72,1,2022-09-25 12:10:00,12,20,10
2022-09-25 12:25:00,35,0.21739130434782608,25.33,25.8,23.92,26.42,1011,72,1,2022-09-25 12:25:00,12,25,25
2022-09-25 12:30:00,34,0.2111801242236025,25.33,25.8,23.92,26.42,1011,72,1,2022-09-25 12:25:00,12,30,25
2022-09-25 12:35:00,32,0.19875776397515527,25.48,25.96,23.92,26.42,1011,72,1,2022-09-25 12:25:00,12,35,25
2022-09-25 12:40:00,33,0.20496894409937888,25.48,25.96,23.92,26.42,1011,72,1,2022-09-25 12:40:00,12,40,40
2022-09-25 12:45:00,37,0.2298136645962733,25.64,26.09,25.02,26.42,1012,70,1,2022-09-25 12:40:00,12,45,40
2022-09-25 12:50:00,34,0.2111801242236025,25.64,26.09,25.02,26.42,1012,70,1,2022-09-25 12:40:00,12,50,40
2022-09-25 12:55:00,33,0.20496894409937888,25.64,26.09,25.02,26.42,1012,70,1,2022-09-25 12:55:00,12,55,55
2022-09-25 13:00:00,33,0.20496894409937888,25.55,25.99,25.02,26.07,1012,70,1,2022-09-25 12:55:00,13,0,55
2022-09-25 13:05:00,31,0.19254658385093168,25.55,25.99,25.02,26.07,1012,70,1,2022-09-25 12:55:00,13,5,55
2022-09-25 13:10:00,36,0.2236024844720497,25.55,25.99,25.02,26.07,1012,70,1,2022-09-25 13:10:00,13,10,10
2022-09-25 13:15:00,38,0.2360248447204969,25.81,26.27,23.92,28.34,1010,70,1,2022-09-25 13:10:00,13,15,10
2022-09-25 13:20:00,38,0.2360248447204969,25.81,26.27,23.92,28.34,1010,70,1,2022-09-25 13:10:00,13,20,10
2022-09-25 13:25:00,40,0.2484472049689441,25.81,26.27,23.92,28.34,1010,70,1,2022-09-25 13:25:00,13,25,25
2022-09-25 13:30:00,40,0.2484472049689441,25.67,26.12,23.92,28.34,1010,70,1,2022-09-25 13:25:00,13,30,25
2022-09-25 13:35:00,40,0.2484472049689441,25.67,26.12,23.92,28.34,1010,70,1,2022-09-25 13:25:00,13,35,25
2022-09-25 13:40:00,42,0.2608695652173913,25.67,26.12,23.92,28.34,1010,70,1,2022-09-25 13:40:00,13,40,40
2022-09-25 13:45:00,40,0.2484472049689441,25.37,25.79,23.92,26.07,1011,70,1,2022-09-25 13:40:00,13,45,40
2022-09-25 13:50:00,33,0.20496894409937888,25.37,25.79,23.92,26.07,1011,70,1,2022-09-25 13:40:00,13,50,40
2022-09-25 13:55:00,33,0.20496894409937888,25.37,25.79,23.92,26.07,1011,70,1,2022-09-25 13:55:00,13,55,55
2022-09-25 14:00:00,35,0.21739130434782608,25.22,25.68,23.92,26.07,1011,72,1,2022-09-25 13:55:00,14,0,55
2022-09-25 14:05:00,39,0.2422360248447205,25.22,25.68,23.92,26.07,1011,72,1,2022-09-25 13:55:00,14,5,55
2022-09-25 14:10:00,39,0.2422360248447205,25.22,25.68,23.92,26.07,1011,72,1,2022-09-25 14:10:00,14,10,10
2022-09-25 14:15:00,41,0.2546583850931677,24.98,25.41,23.92,26.07,1009,72,1,2022-09-25 14:10:00,14,15,10
2022-09-25 14:20:00,43,0.2670807453416149,24.98,25.41,23.92,26.07,1009,72,1,2022-09-25 14:10:00,14,20,10
2022-09-25 14:25:00,47,0.2919254658385093,25.01,25.45,23.92,25.31,1009,72,1,2022-09-25 14:25:00,14,25,25
2022-09-25 14:30:00,46,0.2857142857142857,25.01,25.45,23.92,25.31,1009,72,1,2022-09-25 14:25:00,14,30,25
2022-09-25 14:35:00,49,0.3043478260869565,25.01,25.45,23.92,25.31,1009,72,1,2022-09-25 14:25:00,14,35,25
2022-09-25 14:40:00,50,0.3105590062111801,25,25.91,24.47,26.07,1011,90,1,2022-09-25 14:40:00,14,40,40
2022-09-25 14:45:00,54,0.33540372670807456,25,25.91,24.47,26.07,1011,90,1,2022-09-25 14:40:00,14,45,40
2022-09-25 14:50:00,53,0.3291925465838509,25,25.91,24.47,26.07,1011,90,1,2022-09-25 14:40:00,14,50,40
2022-09-25 14:55:00,58,0.36024844720496896,25.3,25.77,24.47,26.07,1009,72,1,2022-09-25 14:55:00,14,55,55
2022-09-25 15:00:00,55,0.3416149068322981,25.3,25.77,24.47,26.07,1009,72,1,2022-09-25 14:55:00,15,0,55
2022-09-25 15:05:00,57,0.3540372670807453,25.3,25.77,24.47,26.07,1009,72,1,2022-09-25 14:55:00,15,5,55
2022-09-25 15:10:00,57,0.3540372670807453,25.29,26.22,23.92,26.07,1010,90,1,2022-09-25 15:10:00,15,10,10
2022-09-25 15:15:00,68,0.42236024844720493,25.29,26.22,23.92,26.07,1010,90,1,2022-09-25 15:10:00,15,15,10
2022-09-25 15:20:00,76,0.4720496894409938,25.34,26.28,24.47,27.07,1010,90,1,2022-09-25 15:10:00,15,20,10
2022-09-25 15:25:00,74,0.4596273291925466,25.34,26.28,24.47,27.07,1010,90,1,2022-09-25 15:25:00,15,25,25
2022-09-25 15:30:00,72,0.4472049689440994,25.34,26.28,24.47,27.07,1010,90,1,2022-09-25 15:25:00,15,30,25
2022-09-25 15:35:00,75,0.4658385093167702,25.22,26.15,24.47,27.07,1010,90,1,2022-09-25 15:25:00,15,35,25
2022-09-25 15:40:00,71,0.4409937888198758,25.22,26.15,24.47,27.07,1010,90,1,2022-09-25 15:40:00,15,40,40
2022-09-25 15:45:00,74,0.4596273291925466,25.22,26.15,24.47,27.07,1010,90,1,2022-09-25 15:40:00,15,45,40
2022-09-25 15:50:00,69,0.42857142857142855,25.26,25.72,24.47,26.07,1009,72,1,2022-09-25 15:40:00,15,50,40
2022-09-25 15:55:00,71,0.4409937888198758,25.26,25.72,24.47,26.07,1009,72,1,2022-09-25 15:55:00,15,55,55
2022-09-25 16:00:00,70,0.43478260869565216,25.54,26.5,24.47,26.07,1010,90,1,2022-09-25 15:55:00,16,0,55
2022-09-25 16:05:00,69,0.42857142857142855,25.54,26.5,24.47,26.07,1010,90,1,2022-09-25 15:55:00,16,5,55
2022-09-25 16:10:00,72,0.4472049689440994,25.54,26.5,24.47,26.07,1010,90,1,2022-09-25 16:10:00,16,10,10
2022-09-25 16:15:00,74,0.4596273291925466,25.55,26.48,24.47,26.16,1010,89,1,2022-09-25 16:10:00,16,15,10
2022-09-25 16:20:00,71,0.4409937888198758,25.55,26.48,24.47,26.16,1010,89,1,2022-09-25 16:10:00,16,20,10
2022-09-25 16:25:00,69,0.42857142857142855,25.55,26.48,24.47,26.16,1010,89,1,2022-09-25 16:25:00,16,25,25
2022-09-25 16:30:00,67,0.4161490683229814,25.41,25.86,24.47,26.16,1010,71,1,2022-09-25 16:25:00,16,30,25
2022-09-25 16:35:00,70,0.43478260869565216,25.41,25.86,24.47,26.16,1010,71,1,2022-09-25 16:25:00,16,35,25
2022-09-25 16:40:00,76,0.4720496894409938,25.41,25.86,24.47,26.16,1010,71,1,2022-09-25 16:40:00,16,40,40
2022-09-25 16:45:00,72,0.4472049689440994,25.36,25.83,24.47,26.42,1009,72,1,2022-09-25 16:40:00,16,45,40
2022-09-25 16:50:00,72,0.4472049689440994,25.36,25.83,24.47,26.42,1009,72,1,2022-09-25 16:40:00,16,50,40
2022-09-25 16:55:00,72,0.4472049689440994,25.36,25.83,24.47,26.42,1009,72,1,2022-09-25 16:55:00,16,55,55
2022-09-25 17:05:00,78,0.484472049689441,25.27,25.73,24.47,26.16,1009,72,1,2022-09-25 16:55:00,17,5,55
2022-09-25 17:10:00,67,0.4161490683229814,25.27,25.73,24.47,26.16,1009,72,1,2022-09-25 17:10:00,17,10,10
2022-09-25 17:15:00,73,0.453416149068323,25.27,25.73,24.47,26.16,1009,72,1,2022-09-25 17:10:00,17,15,10
2022-09-25 17:20:00,66,0.40993788819875776,25.26,25.72,24.47,26.07,1009,72,1,2022-09-25 17:10:00,17,20,10
2022-09-25 17:25:00,65,0.40372670807453415,25.26,25.72,24.47,26.07,1009,72,1,2022-09-25 17:25:00,17,25,25
2022-09-25 17:30:00,62,0.38509316770186336,25.26,25.72,24.47,26.07,1009,72,1,2022-09-25 17:25:00,17,30,25
2022-09-25 17:35:00,51,0.3167701863354037,25.26,25.72,24.47,26.07,1009,72,1,2022-09-25 17:25:00,17,35,25
2022-09-25 17:40:00,36,0.2236024844720497,25.26,25.72,24.47,26.07,1009,72,1,2022-09-25 17:40:00,17,40,40
2022-09-25 17:45:00,32,0.19875776397515527,25.26,25.72,24.47,26.07,1009,72,1,2022-09-25 17:40:00,17,45,40
2022-09-25 17:50:00,27,0.16770186335403728,25.26,25.72,24.47,26.07,1010,72,1,2022-09-25 17:40:00,17,50,40
2022-09-25 17:55:00,23,0.14285714285714285,25.26,25.72,24.47,26.07,1010,72,1,2022-09-25 17:55:00,17,55,55
2022-09-25 18:00:00,11,0.06832298136645963,25.67,26.17,24.47,27.79,1010,72,1,2022-09-25 17:55:00,18,0,55
2022-09-25 18:05:00,0,0.018633540372670808,25.67,26.17,24.47,27.79,1010,72,1,2022-09-25 17:55:00,18,5,55
2022-09-25 18:10:00,0,0,25.67,26.17,24.47,27.79,1010,72,1,2022-09-25 18:10:00,18,10,10
2022-09-25 18:15:00,0,0,25.67,26.17,24.47,27.79,1009,72,1,2022-09-25 18:10:00,18,15,10
2022-09-25 18:20:00,0,0,25.67,26.17,24.47,27.79,1009,72,1,2022-09-25 18:10:00,18,20,10
2022-09-25 18:25:00,0,0,25.67,26.17,24.47,27.79,1009,72,1,2022-09-25 18:25:00,18,25,25
2022-09-25 18:30:00,0,0,25.26,25.72,24.47,26.07,1009,72,1,2022-09-25 18:25:00,18,30,25
2022-09-25 18:35:00,0,0,25.26,25.72,24.47,26.07,1009,72,1,2022-09-25 18:25:00,18,35,25
2022-09-25 18:40:00,0,0,25.26,25.72,24.47,26.07,1009,72,1,2022-09-25 18:40:00,18,40,40
2022-09-25 18:45:00,0,0,25.56,26.05,24.47,27.23,1011,72,1,2022-09-25 18:40:00,18,45,40
2022-09-25 18:50:00,0,0,25.56,26.05,24.47,27.23,1011,72,1,2022-09-25 18:40:00,18,50,40
2022-09-25 18:55:00,0,0,25.56,26.05,24.47,27.23,1011,72,1,2022-09-25 18:55:00,18,55,55
2022-09-25 19:00:00,0,0,25.3,25.77,24.47,26.07,1010,72,1,2022-09-25 18:55:00,19,0,55
2022-09-25 19:05:00,0,0,25.3,25.77,24.47,26.07,1010,72,1,2022-09-25 18:55:00,19,5,55
2022-09-25 19:10:00,0,0,25.3,25.77,24.47,26.07,1010,72,1,2022-09-25 19:10:00,19,10,10
2022-09-25 19:15:00,0,0,25.15,25.6,24.47,25.51,1010,72,1,2022-09-25 19:10:00,19,15,10
2022-09-25 19:20:00,0,0,25.15,25.6,24.47,25.51,1010,72,1,2022-09-25 19:10:00,19,20,10
2022-09-25 19:25:00,0,0,25.15,25.6,24.47,25.51,1010,72,1,2022-09-25 19:25:00,19,25,25
2022-09-25 19:30:00,0,0,25.39,25.86,24.47,25.87,1010,72,1,2022-09-25 19:25:00,19,30,25
2022-09-25 19:35:00,0,0,25.39,25.86,24.47,25.87,1010,72,1,2022-09-25 19:25:00,19,35,25
2022-09-25 19:40:00,0,0,25.39,25.86,24.47,25.87,1010,72,1,2022-09-25 19:40:00,19,40,40
2022-09-25 19:45:00,0,0,25.24,25.7,24.47,25.87,1010,72,1,2022-09-25 19:40:00,19,45,40
2022-09-25 19:50:00,0,0,25.24,25.7,24.47,25.87,1010,72,1,2022-09-25 19:40:00,19,50,40
2022-09-25 19:55:00,0,0,25.18,25.63,24.93,25.51,1010,72,1,2022-09-25 19:55:00,19,55,55
2022-09-25 20:00:00,0,0,25.18,25.63,24.93,25.51,1010,72,1,2022-09-25 19:55:00,20,0,55
2022-09-25 20:05:00,0,0,25.18,25.63,24.93,25.51,1010,72,1,2022-09-25 19:55:00,20,5,55
2022-09-25 20:10:00,0,0,25.18,25.63,24.93,25.51,1010,72,1,2022-09-25 20:10:00,20,10,10
2022-09-25 20:15:00,0,0,25.18,25.63,24.93,25.51,1010,72,1,2022-09-25 20:10:00,20,15,10
2022-09-25 20:20:00,0,0,25.18,25.63,24.93,25.51,1010,72,1,2022-09-25 20:10:00,20,20,10
2022-09-25 20:25:00,0,0,25.59,26.08,24.93,27.23,1012,72,1,2022-09-25 20:25:00,20,25,25
2022-09-25 20:30:00,0,0,25.59,26.08,24.93,27.23,1012,72,1,2022-09-25 20:25:00,20,30,25
2022-09-25 20:35:00,0,0,25.59,26.08,24.93,27.23,1012,72,1,2022-09-25 20:25:00,20,35,25
2022-09-25 20:40:00,0,0,25.18,25.66,24.93,26.07,1010,73,1,2022-09-25 20:40:00,20,40,40
2022-09-25 20:45:00,0,0,25.18,25.66,24.93,26.07,1010,73,1,2022-09-25 20:40:00,20,45,40
2022-09-25 20:50:00,0,0,25.18,25.66,24.93,26.07,1010,73,1,2022-09-25 20:40:00,20,50,40
2022-09-25 20:55:00,0,0,25.59,26.11,24.93,27.23,1010,73,1,2022-09-25 20:55:00,20,55,55
2022-09-25 21:00:00,0,0,25.59,26.11,24.93,27.23,1010,73,1,2022-09-25 20:55:00,21,0,55
2022-09-25 21:05:00,0,0,25.59,26.11,24.93,27.23,1010,73,1,2022-09-25 20:55:00,21,5,55
2022-09-25 21:10:00,0,0,25.59,26.11,24.93,27.23,1010,73,1,2022-09-25 21:10:00,21,10,10
2022-09-25 21:15:00,0,0,25.59,26.11,24.93,27.23,1010,73,1,2022-09-25 21:10:00,21,15,10
2022-09-25 21:20:00,0,0,25.19,25.67,24.93,26.07,1012,73,1,2022-09-25 21:10:00,21,20,10
2022-09-25 21:25:00,0,0,25.19,25.67,24.93,26.07,1012,73,1,2022-09-25 21:25:00,21,25,25
2022-09-25 21:30:00,0,0,25.19,25.67,24.93,26.07,1012,73,1,2022-09-25 21:25:00,21,30,25
2022-09-25 21:35:00,0,0,25.7,26.23,24.93,27.23,1012,73,1,2022-09-25 21:25:00,21,35,25
2022-09-25 21:40:00,0,0,25.7,26.23,24.93,27.23,1012,73,1,2022-09-25 21:40:00,21,40,40
2022-09-25 21:45:00,0,0,25.7,26.23,24.93,27.23,1012,73,1,2022-09-25 21:40:00,21,45,40
2022-09-25 21:50:00,0,0,25.94,26.44,25.03,27.23,1010,71,1,2022-09-25 21:40:00,21,50,40
2022-09-25 21:55:00,0,0,25.94,26.44,25.03,27.23,1010,71,1,2022-09-25 21:55:00,21,55,55
2022-09-25 22:00:00,0,0,25.94,26.44,25.03,27.23,1010,71,1,2022-09-25 21:55:00,22,0,55
2022-09-25 22:05:00,0,0,25.74,26.25,24.93,27.23,1010,72,1,2022-09-25 21:55:00,22,5,55
2022-09-25 22:10:00,0,0,25.74,26.25,24.93,27.23,1010,72,1,2022-09-25 22:10:00,22,10,10
2022-09-25 22:15:00,0,0,25.74,26.25,24.93,27.23,1010,72,1,2022-09-25 22:10:00,22,15,10
2022-09-25 22:20:00,0,0,25.74,26.25,24.93,27.23,1010,72,1,2022-09-25 22:10:00,22,20,10
2022-09-25 22:25:00,0,0,25.74,26.25,24.93,27.23,1010,72,1,2022-09-25 22:25:00,22,25,25
2022-09-25 22:30:00,0,0,25.74,26.25,24.93,27.23,1010,72,1,2022-09-25 22:25:00,22,30,25
2022-09-25 22:35:00,0,0,25.6,26.1,24.93,26.07,1010,72,1,2022-09-25 22:25:00,22,35,25
2022-09-25 22:40:00,0,0,25.6,26.1,24.93,26.07,1010,72,1,2022-09-25 22:40:00,22,40,40
2022-09-25 22:45:00,0,0,25.6,26.1,24.93,26.07,1010,72,1,2022-09-25 22:40:00,22,45,40
2022-09-25 22:50:00,0,0,25.6,26.1,24.93,26.07,1010,72,1,2022-09-25 22:40:00,22,50,40
2022-09-25 22:55:00,0,0,25.6,26.1,24.93,26.07,1010,72,1,2022-09-25 22:55:00,22,55,55
2022-09-25 23:00:00,0,0,25.6,26.1,24.93,26.07,1010,72,1,2022-09-25 22:55:00,23,0,55
2022-09-25 23:05:00,0,0,25.9,26.43,24.93,27.23,1010,72,1,2022-09-25 22:55:00,23,5,55
2022-09-25 23:10:00,0,0,25.9,26.43,24.93,27.23,1010,72,1,2022-09-25 23:10:00,23,10,10
2022-09-25 23:15:00,0,0,25.9,26.43,24.93,27.23,1010,72,1,2022-09-25 23:10:00,23,15,10
